,Type,bedroom,bathroom,furnishing,Carpet Area (ft²),Maintenance (Monthly),facing,Total floor,state,Rent,Carpet Area (ft²)nan,Maintenance (Monthly)nan
290,Apartments,2,2,Semi-Furnished,1145.0,3000.0,East,12, Kerala,22000,0,0
291,Apartments,2,2,Semi-Furnished,900.0,300.0,others,1, Kerala,14000,0,1
292,Apartments,3,3,Semi-Furnished,1300.0,2000.0,East,3, Kerala,18000,0,0
293,Houses & Villas,3,2,Semi-Furnished,1750.0,0.0,East,1, Kerala,20000,0,0
294,Houses & Villas,3,3,Unfurnished,1100.0,0.0,North,2, Kerala,13000,0,0
295,Apartments,3,3,Semi-Furnished,1400.0,300.0,others,2, Kerala,20000,0,1
296,Houses & Villas,2,2,Semi-Furnished,1800.0,0.0,East,2, Kerala,11000,0,0
297,Houses & Villas,3,2,Unfurnished,1000.0,300.0,East,2, Kerala,8000,0,1
298,Houses & Villas,4,3,Unfurnished,2000.0,100.0,East,2, Kerala,30000,0,0
299,Houses & Villas,3,3,Semi-Furnished,1200.0,300.0,others,1, Kerala,15000,0,1
300,Houses & Villas,2,2,Unfurnished,1000.0,300.0,others,1, Kerala,13000,0,1
301,Houses & Villas,3,3,Semi-Furnished,1759.0,7000.0,East,2, Kerala,7000,0,0
302,Apartments,3,2,Unfurnished,1300.0,300.0,others,3, Kerala,10000,0,1
303,Houses & Villas,2,2,Semi-Furnished,1450.0,12500.0,East,2, Kerala,12500,0,0
304,Apartments,1,1,Unfurnished,450.0,0.0,East,3, Kerala,8000,0,0
305,Apartments,2,2,Unfurnished,800.0,0.0,South-East,2, Kerala,10500,0,0
306,Apartments,1,2,Furnished,450.0,1500.0,East,19, Kerala,11500,0,0
307,Apartments,3,3,Furnished,120.0,3000.0,others,17, Kerala,20000,0,0
308,Apartments,3,3,Furnished,1700.0,3000.0,East,17, Kerala,24000,0,0
309,Houses & Villas,2,2,Furnished,1000.0,100.0,North-East,3, Kerala,400000,0,0
310,Houses & Villas,5,5,Semi-Furnished,1000.0,2000.0,others,2, Kerala,55000,0,0
311,Apartments,3,2,Semi-Furnished,1205.0,3000.0,others,19, Kerala,13500,0,0
312,Apartments,2,2,Furnished,530.0,2000.0,others,11, Kerala,20000,0,0
313,Builder Floors,1,1,Furnished,310.0,300.0,East,5, Uttar Pradesh,5999,0,0
314,Apartments,2,2,Semi-Furnished,910.0,500.0,North-East,5, Uttar Pradesh,8500,0,0
315,Apartments,2,2,Unfurnished,700.0,3700.0,North,2, Uttar Pradesh,3700,0,0
316,Builder Floors,2,1,Semi-Furnished,800.0,1000.0,East,4, Uttar Pradesh,25000,0,0
317,Apartments,2,2,Furnished,850.0,1000.0,others,13, Uttar Pradesh,12000,0,0
318,Builder Floors,1,1,Semi-Furnished,640.0,300.0,North-West,6, Uttar Pradesh,5700,0,0
319,Houses & Villas,2,2,Unfurnished,1350.0,300.0,others,1, Uttar Pradesh,8000,0,1
320,Houses & Villas,1,2,Unfurnished,100.0,100.0,East,3, Uttar Pradesh,8000,0,0
321,Apartments,2,2,Unfurnished,800.0,1500.0,North-East,0, Uttar Pradesh,14000,1,0
322,Apartments,3,4,Semi-Furnished,1500.0,3500.0,North-East,14, Uttar Pradesh,15000,0,0
323,Apartments,2,1,Furnished,500.0,300.0,others,2, Uttar Pradesh,10000,0,1
324,Houses & Villas,2,1,Semi-Furnished,410.0,500.0,North-East,4, Uttar Pradesh,8000,0,0
325,Houses & Villas,2,1,Unfurnished,800.0,0.0,North-East,0, Uttar Pradesh,10000,1,0
326,Houses & Villas,1,1,Semi-Furnished,800.0,0.0,South,3, Uttar Pradesh,10000,0,0
327,Apartments,2,1,Semi-Furnished,650.0,300.0,others,1, Uttar Pradesh,10000,0,1
328,Houses & Villas,3,1,Unfurnished,800.0,0.0,North,2, Uttar Pradesh,10000,0,0
329,Houses & Villas,3,3,Semi-Furnished,2000.0,0.0,East,1, Uttar Pradesh,20000,0,0
330,Houses & Villas,2,1,Furnished,1200.0,0.0,North,2, Uttar Pradesh,5000,0,0
331,Builder Floors,1,1,Unfurnished,700.0,500.0,North-West,4, Uttar Pradesh,7500,0,0
332,Houses & Villas,3,1,Furnished,1000.0,0.0,East,1, Uttar Pradesh,9000,0,0
333,Houses & Villas,2,2,Unfurnished,950.0,0.0,South-East,1, Uttar Pradesh,6500,0,0
334,Builder Floors,2,1,Furnished,1300.0,0.0,East,2, Uttar Pradesh,6500,0,0
335,Apartments,2,2,Furnished,630.0,1500.0,North-East,14, Uttar Pradesh,12000,0,0
336,Apartments,1,1,Semi-Furnished,510.0,500.0,North-East,5, Uttar Pradesh,6500,0,0
337,Houses & Villas,1,1,Furnished,500.0,0.0,North-East,2, Uttar Pradesh,12000,0,0
338,Apartments,2,2,Semi-Furnished,700.0,2625.0,North-East,15, Uttar Pradesh,13000,0,0
339,Houses & Villas,2,1,Unfurnished,600.0,0.0,North-East,3, Uttar Pradesh,8000,0,0
340,Apartments,3,3,Semi-Furnished,1276.0,4705.0,North-East,15, Uttar Pradesh,18500,0,0
341,Houses & Villas,3,2,Semi-Furnished,1500.0,9000.0,West,2, Uttar Pradesh,9000,0,0
342,Apartments,3,2,Semi-Furnished,1204.0,4440.0,North-East,15, Uttar Pradesh,17300,0,0
343,Apartments,3,2,Semi-Furnished,1204.0,4440.0,North-East,15, Uttar Pradesh,17500,0,0
344,Houses & Villas,1,1,Furnished,110.0,5200.0,West,1, Uttar Pradesh,5200,0,0
345,Houses & Villas,2,1,Unfurnished,1280.0,0.0,South,3, Uttar Pradesh,6500,0,0
346,Apartments,3,2,Semi-Furnished,1036.0,3820.0,North-East,19, Uttar Pradesh,15200,0,0
347,Apartments,3,2,Semi-Furnished,1036.0,3820.0,North-East,19, Uttar Pradesh,15550,0,0
348,Houses & Villas,2,1,Furnished,750.0,1000.0,South-East,2, Uttar Pradesh,5500,0,0
349,Apartments,3,2,Semi-Furnished,1036.0,3820.0,North-East,19, Uttar Pradesh,15500,0,0
350,Houses & Villas,5,3,Semi-Furnished,1900.0,0.0,North-West,1, Uttar Pradesh,20000,0,0
351,Apartments,2,2,Semi-Furnished,700.0,2625.0,North-East,15, Uttar Pradesh,12999,0,0
352,Apartments,2,1,Semi-Furnished,900.0,500.0,West,2, Uttar Pradesh,8000,0,0
353,Builder Floors,1,1,Furnished,500.0,300.0,North-East,4, Uttar Pradesh,5000,0,0
354,Houses & Villas,2,2,Furnished,1250.0,250.0,East,3, Uttar Pradesh,14500,0,0
355,Apartments,1,1,Unfurnished,450.0,0.0,North-West,12, Uttar Pradesh,7500,0,0
356,Builder Floors,1,1,Unfurnished,120.0,100.0,West,5, Uttar Pradesh,1700,0,0
357,Houses & Villas,1,1,Furnished,300.0,0.0,North-East,1, Uttar Pradesh,3300,0,0
358,Houses & Villas,3,2,Semi-Furnished,100.0,6000.0,North,1, Uttar Pradesh,6000,0,0
359,Apartments,1,1,Furnished,450.0,0.0,South,12, Uttar Pradesh,12000,0,0
360,Houses & Villas,2,1,Furnished,700.0,5000.0,West,1, Uttar Pradesh,5000,0,0
361,Builder Floors,2,1,Unfurnished,800.0,0.0,West,1, Uttar Pradesh,5000,0,0
362,Houses & Villas,2,2,Unfurnished,800.0,0.0,North-East,0, Uttar Pradesh,13000,1,0
363,Apartments,2,2,Unfurnished,800.0,0.0,North-East,0, Uttar Pradesh,15000,1,0
364,Builder Floors,1,1,Furnished,250.0,200.0,West,2, Uttar Pradesh,4999,0,0
365,Apartments,2,2,Semi-Furnished,782.0,3500.0,East,22, Uttar Pradesh,13500,0,0
366,Houses & Villas,2,1,Semi-Furnished,1200.0,0.0,North,2, Uttar Pradesh,9000,0,0
367,Houses & Villas,1,1,Furnished,120.0,2500.0,West,2, Uttar Pradesh,2500,0,0
368,Houses & Villas,1,1,Unfurnished,2000.0,0.0,East,2, Uttar Pradesh,2800,0,0
369,Apartments,1,1,Unfurnished,800.0,0.0,West,16, Uttar Pradesh,2500,1,0
370,Houses & Villas,2,1,Semi-Furnished,500.0,4000.0,North-West,3, Uttar Pradesh,4000,0,0
371,Houses & Villas,2,1,Unfurnished,750.0,300.0,others,1, Uttar Pradesh,6000,0,1
372,Houses & Villas,2,2,Semi-Furnished,100.0,0.0,East,3, Uttar Pradesh,1750,0,0
373,Apartments,2,2,Furnished,1600.0,6500.0,West,2, Uttar Pradesh,6500,0,0
374,Houses & Villas,1,1,Furnished,100.0,3000.0,North-East,1, Uttar Pradesh,1500,0,0
375,Houses & Villas,1,1,Semi-Furnished,400.0,0.0,East,0, Uttar Pradesh,9000,0,0
376,Apartments,2,1,Furnished,460.0,200.0,West,3, Uttar Pradesh,7000,0,0
377,Houses & Villas,2,1,Semi-Furnished,1200.0,8000.0,South,1, Uttar Pradesh,8000,0,0
378,Apartments,2,2,Unfurnished,1100.0,0.0,East,0, Uttar Pradesh,16000,0,0
379,Houses & Villas,2,2,Semi-Furnished,780.0,7500.0,East,2, Uttar Pradesh,7500,0,0
380,Houses & Villas,1,1,Furnished,390.0,200.0,North-East,2, Uttar Pradesh,7500,0,0
381,Apartments,2,2,Semi-Furnished,1200.0,2000.0,East,14, Uttar Pradesh,17000,0,0
382,Houses & Villas,4,2,Furnished,1800.0,700.0,others,2, Uttar Pradesh,12000,0,0
383,Apartments,3,2,Unfurnished,800.0,1500.0,North-East,0, Uttar Pradesh,16500,1,0
384,Houses & Villas,2,1,Unfurnished,800.0,0.0,North-East,0, Uttar Pradesh,8500,1,0
385,Apartments,2,2,Semi-Furnished,800.0,300.0,others,2, Uttar Pradesh,16000,1,1
386,Apartments,3,2,Semi-Furnished,1250.0,0.0,East,4, Uttar Pradesh,22000,0,0
387,Apartments,3,2,Unfurnished,1350.0,1500.0,East,4, Uttar Pradesh,18000,0,0
388,Houses & Villas,2,1,Unfurnished,1260.0,0.0,East,2, Uttar Pradesh,12500,0,0
389,Houses & Villas,3,3,Semi-Furnished,1450.0,5500.0,East,3, Uttar Pradesh,5500,0,0
390,Houses & Villas,2,2,Unfurnished,800.0,0.0,North-East,2, Uttar Pradesh,14000,1,0
391,Apartments,2,2,Unfurnished,900.0,3000.0,East,15, Uttar Pradesh,3500,0,0
392,Apartments,2,2,Unfurnished,1125.0,0.0,East,0, Uttar Pradesh,16000,0,0
393,Houses & Villas,2,1,Unfurnished,1200.0,0.0,East,2, Uttar Pradesh,11500,0,0
394,Apartments,1,1,Furnished,700.0,2500.0,East,3, Uttar Pradesh,11000,0,0
395,Builder Floors,2,1,Semi-Furnished,500.0,0.0,North-West,3, Uttar Pradesh,8000,0,0
396,Apartments,2,1,Unfurnished,612.0,1662.0,North-East,17, Uttar Pradesh,7500,0,0
397,Apartments,3,3,Furnished,1700.0,2000.0,North,11, Uttar Pradesh,30000,0,0
398,Builder Floors,3,2,Unfurnished,990.0,150.0,East,3, Uttar Pradesh,8000,0,0
399,Apartments,2,2,Unfurnished,800.0,1500.0,North-East,0, Uttar Pradesh,12000,1,0
400,Apartments,3,2,Semi-Furnished,1100.0,3500.0,North-East,22, Uttar Pradesh,14000,0,0
401,Houses & Villas,4,2,Semi-Furnished,1200.0,0.0,others,2, Uttar Pradesh,17000,0,0
402,Builder Floors,3,3,Furnished,1800.0,3500.0,others,11, Uttar Pradesh,30000,0,0
403,Houses & Villas,1,1,Furnished,200.0,0.0,North,3, Uttar Pradesh,4500,0,0
404,Apartments,2,2,Unfurnished,980.0,1200.0,South-West,1, Uttar Pradesh,13000,0,0
405,Apartments,3,2,Semi-Furnished,1276.0,4705.0,North-East,15, Uttar Pradesh,18000,0,0
406,Houses & Villas,1,1,Unfurnished,800.0,1200.0,East,1, Uttar Pradesh,1200,0,0
407,Apartments,3,3,Semi-Furnished,1250.0,0.0,East,6, Uttar Pradesh,13000,0,0
408,Apartments,2,1,Semi-Furnished,400.0,5000.0,others,3, Uttar Pradesh,5000,0,0
409,Apartments,2,2,Unfurnished,1100.0,1500.0,others,5, Uttar Pradesh,16000,0,0
410,Apartments,2,1,Unfurnished,1002.0,0.0,North-East,27, Uttar Pradesh,8000,0,0
411,Apartments,3,2,Furnished,1250.0,300.0,others,2, Uttar Pradesh,10000,0,1
412,Houses & Villas,2,1,Unfurnished,1000.0,300.0,others,1, Uttar Pradesh,8500,0,1
413,Apartments,3,2,Semi-Furnished,1036.0,3820.0,North-East,15, Uttar Pradesh,14500,0,0
414,Apartments,1,1,Unfurnished,1500.0,150.0,North,3, Uttar Pradesh,4600,0,0
415,Builder Floors,1,1,Semi-Furnished,550.0,0.0,others,5, Uttar Pradesh,5500,0,0
416,Houses & Villas,2,2,Furnished,800.0,7000.0,East,1, Uttar Pradesh,7500,0,0
417,Apartments,1,1,Furnished,455.0,1335.0,North-East,28, Uttar Pradesh,12000,0,0
418,Apartments,2,2,Semi-Furnished,950.0,2500.0,North-East,15, Uttar Pradesh,13000,0,0
419,Apartments,1,1,Furnished,400.0,1100.0,North-East,20, Uttar Pradesh,10000,0,0
420,Apartments,2,2,Furnished,700.0,0.0,East,20, Uttar Pradesh,15500,0,0
421,Apartments,1,1,Furnished,475.0,1500.0,North-East,30, Uttar Pradesh,14000,0,0
422,Houses & Villas,1,1,Semi-Furnished,800.0,300.0,others,1, Uttar Pradesh,3800,1,1
423,Apartments,2,1,Unfurnished,1500.0,150.0,North,3, Uttar Pradesh,6000,0,0
424,Builder Floors,2,2,Furnished,800.0,0.0,East,5, Uttar Pradesh,12500,0,0
425,Apartments,2,2,Furnished,800.0,1500.0,North-East,0, Uttar Pradesh,21500,1,0
426,Apartments,4,3,Semi-Furnished,800.0,5000.0,North-East,0, Uttar Pradesh,23000,1,0
427,Apartments,1,1,Furnished,310.0,250.0,East,3, Uttar Pradesh,5500,0,0
428,Apartments,3,2,Semi-Furnished,1000.0,3000.0,North-East,16, Uttar Pradesh,5500000,0,0
429,Apartments,1,1,Furnished,405.0,1500.0,South-West,30, Uttar Pradesh,14000,0,0
430,Apartments,2,2,Semi-Furnished,900.0,3000.0,North-East,15, Uttar Pradesh,15000,0,0
431,Houses & Villas,2,2,Furnished,1000.0,0.0,West,2, Uttar Pradesh,18000,0,0
432,Apartments,3,3,Furnished,1100.0,0.0,North-East,22, Uttar Pradesh,23000,0,0
433,Houses & Villas,2,1,Unfurnished,550.0,0.0,East,2, Uttar Pradesh,5000,0,0
434,Apartments,3,2,Semi-Furnished,1150.0,0.0,East,21, Uttar Pradesh,15000,0,0
435,Apartments,2,2,Semi-Furnished,711.0,2625.0,North-East,15, Uttar Pradesh,13000,0,0
436,Builder Floors,3,2,Semi-Furnished,900.0,0.0,East,5, Uttar Pradesh,8000,0,0
437,Houses & Villas,4,2,Semi-Furnished,1350.0,300.0,others,1, Uttar Pradesh,10000,0,1
438,Houses & Villas,2,1,Semi-Furnished,200.0,0.0,South-East,1, Uttar Pradesh,6500,0,0
439,Apartments,2,2,Semi-Furnished,850.0,0.0,East,22, Uttar Pradesh,10000,0,0
440,Builder Floors,2,2,Unfurnished,790.0,0.0,East,5, Uttar Pradesh,6450,0,0
441,Apartments,3,3,Semi-Furnished,1600.0,3000.0,North-East,12, Uttar Pradesh,16000,0,0
442,Builder Floors,3,2,Semi-Furnished,1020.0,0.0,North-East,5, Uttar Pradesh,8650,0,0
443,Apartments,2,2,Unfurnished,3200.0,200.0,South-East,3, Uttar Pradesh,7500,0,0
444,Apartments,2,2,Unfurnished,1500.0,300.0,others,1, Uttar Pradesh,11000,0,1
445,Apartments,3,3,Furnished,1300.0,1500.0,North-West,6, Uttar Pradesh,25000,0,0
446,Houses & Villas,2,1,Unfurnished,800.0,0.0,North-East,0, Uttar Pradesh,12500,1,0
447,Apartments,2,2,Furnished,1062.0,1500.0,North,0, Uttar Pradesh,21500,0,0
448,Apartments,3,2,Semi-Furnished,1150.0,0.0,East,25, Uttar Pradesh,15000,0,0
449,Builder Floors,2,2,Unfurnished,928.0,0.0,East,5, Uttar Pradesh,6350,0,0
450,Houses & Villas,2,1,Furnished,650.0,10000.0,South-East,3, Uttar Pradesh,10000,0,0
451,Apartments,1,1,Semi-Furnished,700.0,0.0,North-East,24, Uttar Pradesh,7500,0,0
452,Builder Floors,2,2,Semi-Furnished,890.0,0.0,East,5, Uttar Pradesh,7680,0,0
453,Houses & Villas,2,1,Semi-Furnished,500.0,0.0,East,3, Uttar Pradesh,8000,0,0
454,Builder Floors,1,1,Semi-Furnished,560.0,0.0,East,5, Uttar Pradesh,5890,0,0
455,Apartments,1,1,Furnished,458.0,0.0,East,24, Uttar Pradesh,11995,0,0
456,Apartments,1,1,Furnished,524.0,0.0,East,24, Uttar Pradesh,8994,0,0
457,Apartments,2,2,Semi-Furnished,910.0,0.0,North-East,26, Uttar Pradesh,10210,0,0
458,Apartments,2,2,Semi-Furnished,650.0,1000.0,West,4, Uttar Pradesh,12000,0,0
459,Apartments,1,1,Furnished,800.0,100.0,East,2, Uttar Pradesh,2500,0,0
460,Builder Floors,1,1,Furnished,300.0,300.0,others,1, Uttar Pradesh,5000,0,1
461,Apartments,1,1,Furnished,400.0,500.0,North-West,7, Uttar Pradesh,12000,0,0
462,Houses & Villas,1,1,Furnished,250.0,3000.0,North,2, Uttar Pradesh,3000,0,0
463,Houses & Villas,1,1,Furnished,1500.0,10000.0,East,1, Uttar Pradesh,10000,0,0
464,Apartments,5,5,Furnished,3500.0,2000.0,East,2, Uttar Pradesh,2000,0,0
465,Builder Floors,1,1,Semi-Furnished,400.0,0.0,East,1, Uttar Pradesh,4500,0,0
466,Builder Floors,2,2,Semi-Furnished,800.0,0.0,East,5, Uttar Pradesh,8000,0,0
467,Houses & Villas,5,5,Furnished,300.0,0.0,East,2, Uttar Pradesh,8000,0,0
468,Apartments,2,2,Unfurnished,910.0,0.0,East,24, Uttar Pradesh,8480,0,0
469,Apartments,2,2,Unfurnished,1000.0,1500.0,North-East,4, Uttar Pradesh,14000,0,0
470,Apartments,2,2,Semi-Furnished,800.0,0.0,North-East,26, Uttar Pradesh,10000,0,0
471,Apartments,2,2,Unfurnished,850.0,0.0,East,26, Uttar Pradesh,8000,0,0
472,Houses & Villas,1,1,Semi-Furnished,300.0,0.0,East,1, Uttar Pradesh,2500,0,0
473,Houses & Villas,3,3,Furnished,1750.0,0.0,East,1, Uttar Pradesh,18000,0,0
474,Houses & Villas,3,3,Furnished,1250.0,0.0,East,1, Uttar Pradesh,13000,0,0
475,Builder Floors,2,2,Furnished,800.0,500.0,North-West,7, Uttar Pradesh,18000,0,0
476,Builder Floors,1,1,Furnished,520.0,400.0,East,8, Uttar Pradesh,1650000,0,0
477,Apartments,2,2,Furnished,1800.0,2600.0,North-East,22, Uttar Pradesh,6500,0,0
478,Apartments,2,2,Unfurnished,750.0,0.0,North-East,25, Uttar Pradesh,8000,0,0
479,Apartments,2,2,Semi-Furnished,1000.0,500.0,West,2, Uttar Pradesh,15000,0,0
480,Builder Floors,1,1,Semi-Furnished,575.0,500.0,East,3, Uttar Pradesh,7000,0,0
481,Houses & Villas,1,1,Semi-Furnished,800.0,3000.0,others,1, Uttar Pradesh,3000,1,0
482,Houses & Villas,1,1,Semi-Furnished,600.0,300.0,others,3, Uttar Pradesh,6000,0,1
483,Apartments,2,1,Unfurnished,600.0,600.0,South-East,2, Uttar Pradesh,8000,0,0
484,Houses & Villas,1,2,Furnished,100.0,300.0,others,1, Uttar Pradesh,2500,0,1
485,Houses & Villas,1,2,Unfurnished,700.0,300.0,others,2, Uttar Pradesh,3500,0,1
486,Apartments,3,3,Semi-Furnished,928.0,2500.0,North-East,12, Uttar Pradesh,15000,0,0
487,Apartments,1,1,Furnished,305.0,100.0,North,2, Uttar Pradesh,5000,0,0
488,Apartments,1,1,Furnished,610.0,600.0,East,9, Uttar Pradesh,10000,0,0
489,Apartments,2,2,Semi-Furnished,1100.0,2000.0,East,12, Uttar Pradesh,11000,0,0
490,Apartments,3,2,Unfurnished,800.0,2000.0,East,14, Uttar Pradesh,4700,1,0
491,Builder Floors,2,2,Semi-Furnished,950.0,1000.0,North-East,4, Uttar Pradesh,12500,0,0
492,Builder Floors,2,2,Semi-Furnished,700.0,0.0,West,3, Uttar Pradesh,6200,0,0
493,Houses & Villas,2,2,Semi-Furnished,800.0,6800.0,North-East,2, Uttar Pradesh,6800,0,0
494,Builder Floors,2,2,Semi-Furnished,800.0,500.0,North-East,4, Uttar Pradesh,5500,0,0
495,Houses & Villas,3,1,Furnished,2000.0,300.0,others,1, Uttar Pradesh,9000,0,1
496,Apartments,2,2,Semi-Furnished,800.0,500.0,North-East,0, Uttar Pradesh,16500,1,0
497,Apartments,3,2,Semi-Furnished,1050.0,2626.0,South-West,19, Uttar Pradesh,5500,0,0
498,Houses & Villas,1,1,Unfurnished,100.0,3500.0,North-East,1, Uttar Pradesh,3500,0,0
499,Builder Floors,2,2,Semi-Furnished,850.0,1500.0,North-East,2, Uttar Pradesh,4999,0,0
500,Apartments,1,1,Semi-Furnished,500.0,1000.0,North-East,6, Uttar Pradesh,7000,0,0
501,Houses & Villas,3,1,Semi-Furnished,1100.0,0.0,South-East,2, Uttar Pradesh,5000,0,0
502,Houses & Villas,2,1,Semi-Furnished,525.0,0.0,East,3, Uttar Pradesh,8000,0,0
503,Apartments,1,1,Furnished,400.0,500.0,North,3, Uttar Pradesh,10000,0,0
504,Houses & Villas,2,1,Furnished,1600.0,300.0,others,2, Uttar Pradesh,6500,0,1
505,Houses & Villas,3,1,Semi-Furnished,945.0,0.0,West,1, Uttar Pradesh,8000,0,0
506,Houses & Villas,2,2,Furnished,1250.0,500.0,North-East,3, Uttar Pradesh,25000,0,0
507,Apartments,1,1,Furnished,550.0,1100.0,North,13, Karnataka,15500,0,0
508,Houses & Villas,1,1,Furnished,500.0,3000.0,East,1, Karnataka,3000,0,0
509,Builder Floors,2,2,Semi-Furnished,795.0,0.0,North,3, Karnataka,9000,0,0
510,Houses & Villas,2,2,Semi-Furnished,200.0,6500.0,North,2, Karnataka,6500,0,0
511,Houses & Villas,1,1,Semi-Furnished,750.0,500.0,East,2, Karnataka,11500,0,0
512,Builder Floors,1,1,Semi-Furnished,100.0,200.0,North-East,3, Karnataka,1500,0,0
513,Houses & Villas,2,1,Semi-Furnished,800.0,0.0,North-East,1, Karnataka,7000,0,0
514,Builder Floors,2,1,Unfurnished,605.0,700.0,North-West,3, Karnataka,5000,0,0
515,Houses & Villas,2,2,Semi-Furnished,1200.0,300.0,others,1, Karnataka,7000,0,1
516,Houses & Villas,2,1,Semi-Furnished,550.0,0.0,South,4, Karnataka,12500,0,0
517,Apartments,2,2,Semi-Furnished,150.0,200.0,East,2, Karnataka,9000,0,0
518,Houses & Villas,1,2,Furnished,800.0,300.0,others,2, Karnataka,8000,0,1
519,Houses & Villas,1,1,Unfurnished,600.0,500.0,East,4, Karnataka,7000,0,0
520,Houses & Villas,1,1,Semi-Furnished,699.0,0.0,North,1, Karnataka,6000,0,0
521,Apartments,3,2,Semi-Furnished,1630.0,4000.0,East,21, Karnataka,2500000,0,0
522,Apartments,1,1,Furnished,1000.0,10000.0,North-East,4, Karnataka,10000,0,0
523,Apartments,2,2,Unfurnished,1200.0,3500.0,North,5, Karnataka,750000,0,0
524,Apartments,1,1,Semi-Furnished,500.0,500.0,North-East,1, Karnataka,10000,0,0
525,Apartments,2,2,Furnished,1050.0,1500.0,North-West,4, Karnataka,18000,0,0
526,Builder Floors,2,2,Furnished,975.0,2000.0,East,25, Karnataka,16000,0,0
527,Houses & Villas,2,1,Semi-Furnished,600.0,2000.0,East,3, Karnataka,400000,0,0
528,Houses & Villas,1,2,Furnished,800.0,300.0,others,1, Karnataka,8000,0,1
529,Houses & Villas,2,1,Unfurnished,800.0,7000.0,East,2, Karnataka,7000,0,0
530,Houses & Villas,1,2,Unfurnished,900.0,0.0,North,2, Karnataka,7500,0,0
531,Houses & Villas,2,2,Furnished,600.0,150.0,North,2, Karnataka,550000,0,0
532,Builder Floors,2,2,Semi-Furnished,1000.0,9000.0,North,2, Karnataka,9000,0,0
533,Houses & Villas,2,2,Semi-Furnished,900.0,500.0,East,3, Karnataka,13000,0,0
534,Apartments,2,2,Semi-Furnished,900.0,3600.0,North,12, Karnataka,24000,0,0
535,Apartments,2,2,Semi-Furnished,1100.0,2000.0,North,4, Karnataka,25000,0,0
536,Houses & Villas,2,2,Unfurnished,1200.0,600.0,East,3, Karnataka,12000,0,0
537,Houses & Villas,2,2,Unfurnished,750.0,0.0,others,1, Karnataka,9000,0,0
538,Builder Floors,1,1,Semi-Furnished,400.0,0.0,East,2, Karnataka,10000,0,0
539,Apartments,2,2,Unfurnished,625.0,200.0,South,3, Karnataka,10000,0,0
540,Builder Floors,1,1,Unfurnished,450.0,0.0,North,2, Karnataka,7250,0,0
541,Apartments,2,2,Semi-Furnished,1100.0,2500.0,others,2, Karnataka,18000,0,0
542,Builder Floors,5,3,Semi-Furnished,2800.0,0.0,North,3, Karnataka,60000,0,0
543,Apartments,2,2,Semi-Furnished,1100.0,2000.0,North,4, Karnataka,18000,0,0
544,Houses & Villas,2,1,Unfurnished,100.0,300.0,East,2, Karnataka,5500,0,0
545,Apartments,2,2,Semi-Furnished,1039.0,2500.0,North,5, Karnataka,17000,0,0
546,Apartments,2,2,Furnished,1260.0,2600.0,East,4, Karnataka,18000,0,0
547,Apartments,2,2,Semi-Furnished,1000.0,1500.0,North,4, Karnataka,7500,0,0
548,Houses & Villas,2,1,Furnished,2400.0,9000.0,East,1, Karnataka,9000,0,0
549,Houses & Villas,1,1,Unfurnished,1300.0,200.0,South,2, Karnataka,5000,0,0
550,Apartments,1,1,Semi-Furnished,650.0,300.0,North,3, Karnataka,9999,0,0
551,Houses & Villas,2,3,Semi-Furnished,1100.0,0.0,East,1, Karnataka,12000,0,0
552,Houses & Villas,2,2,Semi-Furnished,720.0,300.0,East,4, Karnataka,15000,0,0
553,Houses & Villas,2,2,Semi-Furnished,1000.0,300.0,others,1, Karnataka,12000,0,1
554,Houses & Villas,1,1,Furnished,1000.0,500.0,North,4, Karnataka,7500,0,0
555,Apartments,3,3,Furnished,800.0,2500.0,East,10, Karnataka,28000,0,0
556,Apartments,3,3,Furnished,1225.0,3000.0,West,12, Karnataka,30000,0,0
557,Houses & Villas,1,1,Semi-Furnished,500.0,300.0,others,1, Karnataka,6500,0,1
558,Houses & Villas,2,2,Semi-Furnished,1000.0,0.0,East,2, Karnataka,18000,0,0
559,Apartments,2,2,Furnished,800.0,2000.0,North,10, Karnataka,20000,0,0
560,Apartments,3,2,Semi-Furnished,1450.0,1500.0,East,5, Karnataka,25000,0,0
561,Houses & Villas,3,3,Furnished,1750.0,1000.0,West,2, Karnataka,15000,0,0
562,Apartments,3,3,Semi-Furnished,800.0,1800.0,East,7, Karnataka,18000,0,0
563,Houses & Villas,2,1,Furnished,800.0,300.0,others,0, Karnataka,15000,1,1
564,Houses & Villas,2,2,Semi-Furnished,1050.0,300.0,North-East,3, Karnataka,12500,0,0
565,Apartments,2,2,Semi-Furnished,800.0,1500.0,East,7, Karnataka,13000,0,0
566,Houses & Villas,2,1,Semi-Furnished,800.0,300.0,others,1, Karnataka,11000,0,1
567,Houses & Villas,2,2,Furnished,1100.0,1000.0,North,5, Karnataka,12000,0,0
568,Apartments,3,2,Semi-Furnished,1175.0,2800.0,East,4, Karnataka,17500,0,0
569,Apartments,1,1,Semi-Furnished,600.0,1500.0,East,4, Karnataka,13000,0,0
570,Apartments,1,1,Semi-Furnished,750.0,500.0,East,4, Karnataka,6500,0,0
571,Apartments,3,2,Semi-Furnished,1540.0,4900.0,South,8, Karnataka,20000,0,0
572,Apartments,1,1,Semi-Furnished,1150.0,1500.0,North,12, Karnataka,15000,0,0
573,Builder Floors,2,2,Furnished,800.0,0.0,West,0, Karnataka,500000,1,0
